Fecha,15015020,15065040,23215060,25025002,25025090,25025250,25025300,25025330,28015030,28015070,28025020,28025040,28025070,28025080,28025090,28025502,28035010,28035020,28035040,28035070,28045020,28045040,29065010,29065020,29065030
1980-01-01,0.628629707934992,,,,0.4139299089733886,,,,,0.49564990635290773,,0.7214797161381874,-0.6247539274835512,0.013249602305933179,,,,-1.8597684195228916,,,,,0.05230347604295056,,-0.26310782646063446
1980-01-02,0.1312913001248186,,,,0.4139299089733886,,,,0.27937628115495333,0.8711240183625567,,1.099705646100868,-0.23696691817909107,-0.09319328376256204,,0.08904970098665649,,-1.7503855140112472,,,,,,,-0.00666905447701728
1980-01-03,-0.8633855154955259,,,,0.6747273646754397,,,,0.8065863601086569,,,0.532366751156848,-0.23696691817909107,-0.19963616983105917,,,-0.6212672011999685,-2.0785342305461767,,,,,,,
1980-01-04,0.1312913001248186,,,,0.8051260925264642,,,,-0.6997281511876405,-0.2552983176663902,,-0.6023110387311937,-0.8832786003531935,0.1196924883744284,,-1.3181399928544337,0.18228387915876834,,,,,,1.0507069783308418,,-0.6477659844360568
1980-01-05,0.5042951059824492,,,,1.065923548228513,,,,-0.24783379779875025,-0.2552983176663902,,,-1.2710656096576536,0.22613537444292361,,-0.8490767615740693,-0.7551923812597572,-2.8442145691276757,,,,,-0.8212995884589526,,
1980-01-06,-0.24171250573280975,,,,0.6747273646754397,,,,,0.49564990635290773,,0.6269232336475177,-1.4003279460924736,-0.4125219419680496,,-0.6927223511472822,-0.6212672011999685,-2.406682947081106,,,,,0.30190435161492446,,-1.1606435284032888
1980-01-07,0.1312913001248186,,,,0.022733725420315348,,,,-0.4737809744931954,0.8711240183625567,,-0.31864159125918284,-0.1723357499616799,-0.30607905589955436,,-0.06730470944013069,-0.48734202114017744,-2.0785342305461767,,,,,0.8011061027588701,,0.37798910349840503
1980-01-08,0.006956698172275812,,,,,,,,,-1.7571947657049862,,-0.8859804862032029,-1.529590282527296,,,-0.6927223511472822,-0.48734202114017744,,,,,,-0.9461000262449385,,-0.13488844046882473
1980-01-09,-0.7390509135429831,,,,-0.23806373028173577,,,,-0.7750438767524565,,,-0.6968675212218635,-1.4003279460924736,-0.09319328376256204,,-1.7872032241347953,-0.21949166102060008,,,,,,,,-0.3913272124524419
1980-01-10,-0.6147163115904404,,,,-1.5420510087919845,,,,-1.7541483090950476,,,0.532366751156848,-2.75758247865809,-0.4125219419680496,,-2.0999120449883724,-0.21949166102060008,,,,,,0.17710391382893864,,-0.5195465984442493
1980-01-11,-0.9877201174480688,,,,-1.2812535530899334,,,,-2.206042662483938,-1.0062465416856883,,,-1.917377291831756,,,-3.038038507549098,0.04835869909897728,,,,,,1.0507069783308418,,-0.7759853704278642
