Station,AggComposite,AggNina,AggNino,AggNeutral
15015020,33.226174892721474,33.114728557841616,33.43158785395424,33.18113376938136
15065040,34.18540150093595,34.04342463224747,34.374959682659735,34.17209923949087
23215060,33.327527265116885,33.16623492471381,33.73387013186429,33.19569553684011
25025002,34.17483667419532,34.01079665963367,34.69136389404392,33.97765449480459
25025090,33.45171499934001,33.19556386893949,33.8898806789498,33.368945122645506
25025250,33.7876323623012,33.57898417992769,34.21447752928225,33.67747289197145
25025300,34.45494268156937,34.15448326167275,34.958619108511705,34.36413889058551
25025330,33.04732512146563,32.81515432821819,33.46368947501751,32.96055914497376
28015030,34.75903446534484,34.446370552836264,35.21173091459724,34.708199460946766
28015070,33.65219088094693,33.26062034583386,34.16094039950126,33.624089339412066
28025020,32.670192995052986,32.402417734484786,33.0882661183016,32.60809710792253
28025040,29.860515956297355,29.653789458553028,30.111911537704476,29.856187793808356
28025070,34.44634034521774,34.01526801051072,35.078702323107144,34.37122693379595
28025080,33.78781498471197,33.79451511627012,34.00498836211289,33.65025893684164
28025090,34.31027822522884,33.94444147846999,34.752170711489356,34.30444824517324
28025502,34.57754417104303,34.24208765621564,35.067019129888905,34.520694734679225
28035010,35.00073732510672,34.59470626821998,35.50358583283877,34.98668566702199
28035020,34.71812145551263,34.52791215423932,35.177660285063645,34.574665555039964
28035040,36.06159050417673,35.9616285987847,36.31178024338669,35.98089148410932
28035070,35.00073734666132,34.59470629158612,35.503585853606964,34.986685687748846
28045020,34.26817371788834,33.943751801383115,34.7317498013313,34.219181939926955
28045040,34.646224895688704,34.3955739897262,35.0366130733505,34.58867999697941
29065010,33.647294935546334,33.554346450098365,33.837161860562446,33.5983946097489
29065020,34.092272629612935,34.16753080157102,34.265326758985545,33.932164204137706
29065030,33.39681293560549,33.24254754557756,33.517249105350146,33.4346269468928
