Station,StdAggComposite,StdAggNina,StdAggNino,StdAggNeutral
15067020,1.9837062018404845,2.025808738477371,1.5977138263926196,1.9644412849826212
15067080,1.348723547769644,1.591103952538286,0.81832890435735,1.0715352997296421
15067130,0.07328348851936381,0.0854549864227934,0.053049400056622925,0.06703468731408137
15067150,2.4375342422894057,3.0932586008444503,1.7972060034779296,1.821552243794851
15067170,5.061346444969355,7.039002705798376,3.706389675372507,3.54875057989463
15067200,3.1860432398678804,3.9854475266523677,2.230050140644293,2.6234181565104686
15067210,1.882636054082448,2.2220060626139575,1.5211525811946978,1.3892041052948092
16037040,6.321687486760227,7.010483191277332,4.924348171870693,6.709540193333058
16047020,18.077592109355958,11.331456888200623,7.565228583405891,22.58500622144885
16067020,28.316850410879436,23.305816000040597,19.455859562066856,22.10551584285924
25027080,2.8250690773924556,3.610267429993974,1.2093118714874218,1.5536542957348567
25027400,36.700265344585894,31.82187874084093,42.70850261200339,29.09812922383657
25027590,14.331937125767784,10.357034434918237,13.176120853457105,11.981777520862789
25027620,18.561428235843398,16.422018214369285,16.2785951910775,16.74098857752886
25027890,1.662687593569503,1.1403289551386389,1.2142592680851698,2.121829231857289
28017050,6.360722012333775,5.015236470041742,3.526066216045185,7.366849008456762
28017080,1.2115435806353818,1.3334726199731557,1.1296436427687346,0.92053081764154
28017110,4.58657389311488,2.9989505515779395,6.056974919277937,4.755524606373307
28017120,3.7803152642995412,4.0054915636780954,2.7044412088425434,3.1843300729279154
28017150,1.048430767650317,1.148992346705002,0.8632117579272799,0.970392862943655
28027020,1.0568542947704151,1.1228879918634753,0.9762683421167841,0.7964423227767905
28027030,1.9880390854138312,2.1367841480848666,1.9200474294428893,1.732034441783652
28027040,1.6038915445144852,1.8828308014287782,1.2691368121654367,1.1138927856663887
28027050,11.002035302131317,15.318846531313573,10.272047457642353,3.1028548060679766
28027160,4.0596107687897405,4.179558093827017,3.380672225521214,4.076159542150348
28037010,2.062337871517504,2.600985704697399,1.403233273986532,1.5860833511991266
28037020,1.4910168276295312,1.5085198169012028,0.8657309959233176,1.5256128651928653
28037030,15.630630795148933,16.909853345141975,13.831345456999914,11.999392432959239
28037040,1.0140547202558223,0.9709110820391866,0.742561671757409,1.0643075738200116
28037060,0.8134903664141482,0.9537920714763303,0.5703303916356397,0.6946691542630761
28037090,24.816238665126853,19.205325378226405,26.05340979968718,21.976668813686125
28037130,2.494326965365693,3.25227276970976,1.5856278543644873,1.5767797646460964
28047010,4.234507908096106,4.658422548574568,2.494515760521524,4.876612433698119
28047020,0.4505046269796056,0.5038217453546658,0.38673360300441884,0.4293533868091949
28047040,1.1204811120770264,1.0899973937362784,0.9458093523351839,1.2292243050466736
28047050,7.2084217810847955,7.454780797917508,4.328035761884436,6.781265498752801
28047080,2.025986091358331,2.169442356369785,1.8400157278723355,1.6643970091860603
29067010,3.913374665361866,4.579455928047821,2.8907777542807773,3.641402152511666
29067040,0.7158567033777113,0.9144725999597797,0.6122829350877148,0.5652417005534643
29067050,3.083690293531622,2.4462996808030764,1.9686958750715458,3.6027908873790673
29067060,4.877268489409275,5.238972706939105,3.201789570256823,4.377053590528072
29067070,3.672578075197775,4.539349160092658,1.4405468821340488,2.7513596678541807
29067120,7.505001472899419,7.719467680379924,6.186768796366318,5.892325245445865
29067130,7.758525969368947,5.754944620215565,6.156833937197566,9.55312597393524
29067150,3.516179760970726,4.5536979926342855,2.371321979100916,2.4815013168441
29067160,4.582505399994124,4.6446141778297525,2.8803740745826434,5.278109970706071
