Fecha,15067020,15067080,15067130,15067150,15067170,15067200,15067210,16037040,16047020,16067020,25027080,25027400,25027590,25027620,25027890,28017050,28017080,28017110,28017120,28017150,28027020,28027030,28027040,28027050,28027160,28037010,28037020,28037030,28037040,28037060,28037090,28037130,28047010,28047020,28047040,28047050,28047080,29067010,29067040,29067050,29067060,29067070,29067120,29067130,29067150,29067160
1980-01-01,6.81,0.619592571376046,0.04902717626758238,2.947666803015577,5.1258629556603985,4.4744578982764605,4.948111102288692,9.241,32.22,68.34,2.381,128.4,54.68,34.14,1.176,9.391,0.865,3.582,10.898800989804034,2.451671684993005,1.363,2.045,0.944,1.28,3.109,0.424,2.411,16.16,0.564,0.531,30.47,0.899,16.83,1.224,1.46,10.28,13.725650150467963,7.281,0.514,7.816,17.88,7.213,21.44,7.851,11.91,3.7770340841649714
1980-02-01,5.829,0.5746911111989643,0.02309482436464344,2.3659304551266853,3.988045432921588,3.678044829540459,4.3429927042889105,5.077,27.17,54.4,1.961,95.48,25.86,22.07,0.707,4.655,0.751,2.843,6.304006420379876,2.1886801941496277,1.7,1.289,0.519,1.6,3.2,0.127,2.078,10.05,0.212,0.464,21.78,0.523,11.81,1.284,0.998,6.622,12.162340886515908,5.391,0.482,4.224,12.67,5.03,14.8,4.309,7.24,3.3757496472450024
1980-03-01,3.833,0.47988523484497936,0.0021110153839533075,1.5770153044356576,2.9120619075187655,2.954904616539582,3.505347150941721,4.551,18.51,41.71,1.481,49.44,12.85,3.943,0.201,5.295,0.655,2.695,3.762021976133754,1.9547161379077127,0.833,0.617,0.377,0.9,1.236,0.098,0.438,6.077,0.196,0.373,5.548,0.443,9.395,0.594,0.747,3.342,11.587092208550475,2.966,0.312,4.774,9.948,3.847,11.41,2.634,4.87,3.0696945111209426
1980-04-01,4.31,0.543225943484053,0.00941852534345855,2.0084947539773883,3.3825409359054337,3.4477082910713306,3.681990302874044,7.708,20.74,42.16,1.956,68.57,10.63,16.31,1.209,5.951,0.847,2.609,5.1551929300292745,2.439486256056655,0.913,1.055,0.449,0.61,3.104,0.208,0.859,8.947,0.186,0.412,5.747,0.308,10.16,0.709,0.715,3.354,13.195435772527146,5.533,0.483,9.763,12.16,4.362,14.45,3.554,5.844,3.92351126667731
1980-05-01,6.285,1.3180469337541996,0.09244408860184347,3.3656927553283373,10.999064687814386,5.239975512921257,6.072737009073874,8.676,20.94,46.58,2.024,116.3,41.51,35.05,1.157,15.47,1.373,5.121,11.673637781736414,4.46778687898088,3.913,3.591,1.657,2.182,4.358,1.11,2.568,31.31,0.617,0.956,32.56,1.617,14.74,1.33,2.161,11.43,15.510193014194034,15.07,1.623,11.16,21.65,6.935,27.01,18.75,18.39,7.133467168942297
1980-06-01,5.346,1.0818216992585947,0.07832724230303734,4.2807821774308215,8.558836139281828,5.914337501596473,6.182390117113341,11.41,22.89,52.65,2.053,188.5,68.01,56.95,2.106,15.7,1.24,3.338,12.685902183027434,4.257330761840743,1.974,2.417,1.437,2.933,5.984,2.421,4.773,27.73,1.387,1.527,42.52,1.398,13.48,1.199,1.479,14.84,15.081991151479727,15.27,1.814,10.72,22.44,10.37,26.77,16.48,18.07,6.459545394022212
1980-07-01,4.49,0.544,0.026874029681608347,3.8408711060596774,5.114449215965747,5.593071509327152,4.685267917721242,24.46,19.17,53.57,1.165,194.2,25.2,34.28,0.806,11.95,0.816,2.828,8.017753207198265,2.8806454014677745,1.123,1.245,0.525,1.186,1.339,0.475,1.298,12.82,0.367,0.501,15.48,0.339,12.02,1.15,1.302,7.136,14.254872210477368,10.98,2.168,12.65,16.36,10.72,19.37,11.75,14.04,4.695405197935454
1980-08-01,6.202,0.78,0.06369078321536978,3.567196607890727,7.437431723151326,5.247054953006933,5.859073551131055,22.5,21.21,61.45,1.83,130.7,70.81,32.13,1.495,18.15,1.239,4.128,12.768373358964187,4.299802723980415,2.465,1.349,1.83,4.91,3.208,1.679,3.183,27.48,1.789,1.639,43.25,2.282,13.89,1.593,1.754,13.37,16.600865424493563,14.35,5.389,16.69,22.09,16.86,28.33,16.71,17.24,6.559717296027088
1980-09-01,5.524,0.88,0.04082072864795974,3.342040006722403,4.939236233256066,5.59649374257977,5.036589950424089,28.31,44.98,98.32,1.798,117.6,39.3,36.0,2.48,17.11,1.273,3.714,12.1498404546624,5.13826339434104,1.496,1.195,1.172,3.794,3.471,1.648,2.691,21.25,2.141,0.926,29.46,2.292,12.54,1.294,1.926,12.75,17.954825821664876,17.58,3.753,24.19,20.91,25.54,23.33,16.46,16.7,8.219171410034875
1980-10-01,7.871,1.82,0.14721850931007135,4.711131540995867,15.021103831035289,7.009956188879934,8.286965857242725,32.99,66.33,143.3,4.376,177.8,68.3,89.0,4.239,29.4,1.578,8.104,17.25195784002902,5.8610988223718445,2.319,1.407,1.771,6.709,12.97,2.933,4.441,57.19,4.191,2.725,73.75,7.46,15.72,1.376,4.232,18.59,20.296456642953927,21.6,3.325,20.67,24.82,17.39,37.01,24.28,22.04,8.727324066428379
1980-11-01,11.44,1.48,0.10014285210795665,5.665155691974868,8.701412704273922,7.969278909178984,7.775586904885856,26.82,73.96,155.2,9.904,207.1,73.4,94.21,8.661,20.16,2.051,6.535,20.709730304781466,5.743886694252696,1.409,1.594,4.201,9.845,25.68,6.453,6.064,38.25,3.515,3.307,81.53,5.927,19.56,1.451,5.696,26.5,17.43872371483571,19.3,1.831,10.93,26.32,18.23,35.72,21.9,22.13,7.57000752065764
1980-12-01,5.504,1.15,0.04040932421813792,3.752126078864511,6.381838332766657,5.541359213943656,5.209155243849298,27.36,28.06,89.45,1.612,177.9,36.81,62.64,3.695,13.4,0.778,3.376,11.813543329265723,3.701730008911572,0.85,1.096,2.577,3.977,4.937,0.708,1.128,12.8,0.976,1.004,25.73,1.915,13.4,1.153,1.859,11.31,13.374511686803805,13.84,0.654,7.919,20.69,13.83,23.44,14.68,15.75,6.014952455417593
1981-01-01,4.445,1.3,0.05081675864586063,2.4707788270316056,4.431695641594324,4.8182118690093025,4.583386352546715,9.452,90.39,48.61,1.003,105.1,30.77,28.75,1.724,6.8,0.656,2.816,6.933454741630527,2.5294341910189035,0.243,0.811,0.672,2.453,5.23,0.316,0.244,7.252,0.332,0.673,24.71,1.288,10.4,1.14,1.036,7.272,12.120367095123486,6.972,0.723,5.845,14.83,11.52,14.0,3.652,10.25,3.952159262014251
1981-02-01,5.258,1.02,0.0382898662216519,1.7803179595798604,4.259908704604669,4.331841503497089,3.902622260860505,14.77,85.7,90.69,1.198,58.29,12.01,11.25,1.834,5.564,0.637,3.164,7.336608239994744,2.5426133379996743,0.198,0.743,0.551,2.35,3.369,0.139,0.6615094848132652,4.975,0.358,0.936,7.425,1.222,10.41,1.157,0.852,5.33,11.218405251984437,5.748,0.416,2.577,14.3,4.743,13.91,2.907,6.516,3.9708191072613563
1981-03-01,5.218,0.95,0.028907711397802044,2.3766962717344735,4.584977668361583,4.27806747198711,4.137757305504947,19.14,45.04,101.4,1.127,97.02,21.21,25.89,2.483,5.774,0.673,3.052,9.261664201534494,2.4364564316669166,0.285,0.854,0.775,2.665,1.53,0.174,0.394,6.775,0.509,0.844,10.08,1.168,11.97,1.083,0.929,6.795,11.48624481823289,6.411,0.411,2.951,16.66,4.797,16.74,4.126,7.065,3.82815617887864
1981-04-01,24.11,0.81,0.18228994141858668,3.3748858592330926,13.314262330606384,8.41020424049469,6.4633816122532775,88.87113927648923,146.8,189.5,2.881,123.7,37.52,58.54,6.143,22.6,0.62,6.73,18.49333310814818,4.272647864133422,2.876,6.844,2.521,12.09,9.476,1.317,1.437,47.12,1.018,3.989,22.27,2.453,19.92,1.143,3.422,25.74,19.285322262685533,14.06,1.466,9.143,26.1,10.36,31.02,19.09,18.23,6.530190532517348
1981-05-01,27.85,7.2,0.6229046362776813,6.322333591472302,41.91749614975099,14.607956480591938,16.22400151262256,55.14,223.5,249.9,16.75,238.9,158.1,179.8,15.74,52.82,0.617,36.15,43.0784499726951,9.649049987809958,11.6,29.43518164477389,18.56794248579326,29.13,43.18011576833103,20.555961360224927,13.97,181.37082391035133,10.33,8.57,162.0,14.11,43.29,1.623,9.002,58.85,32.898837013457815,26.9,6.491,19.19,50.17,30.89,67.52,52.9,32.64,9.20090022284538
1981-06-01,15.64,6.2,0.43878925778198313,6.157549106072564,33.01736533155317,11.644254743670743,14.407914124098486,21.63,135.8,155.1,14.86,257.0,154.0,195.0,15.71,37.53,0.763,39.59,32.433828352227835,8.427478756733167,7.071,15.2,18.56794248579326,22.97,43.18011576833103,16.53,14.03,142.0,10.91,5.695,157.4,17.54,33.79,2.928,6.553,52.3,27.63211811184666,25.56,5.856,17.5,38.35,21.16,28.03,32.8,18.7,8.023575025200907
1981-07-01,9.266,2.52,0.16026861045108065,4.714617859036904,8.854260432047669,7.880055491994931,8.247929067583122,17.49,117.1,100.4,5.765,225.1,124.3,126.5,9.573,15.92,0.763,12.38,22.06750526489444,4.390249123196207,2.673,5.685,4.475,8.88,25.99,2.419,8.741,40.81,2.198,2.345,100.1,4.386,24.78,2.191,4.732,33.39,18.076833881041424,17.09,3.341,14.52,30.35,18.2,28.52,14.63,17.45,6.293099793148464
1981-08-01,9.377,1.65,0.1395918062773674,3.4712910341146372,8.684301184183738,6.987091756167461,7.143759927357891,28.48,121.4,102.6,4.37,151.5,87.9,54.38,8.636,21.33,0.603,13.33,22.509426619128337,6.149727153774331,1.33,3.39,2.618,7.399,16.22,2.161,8.773,43.48,2.231,1.37,74.4,4.02,26.07,2.297,2.861,24.24,17.048360326426515,22.72,3.768,11.06,33.11,18.34,40.08,17.29,22.85,9.55431617834068
1981-09-01,11.22,2.8,0.21793454095078912,7.637558217943033,13.239103744070468,11.494652375100355,10.299347482975282,28.81,137.4,129.0,6.42,163.6,99.8,81.45,12.59,23.63,4.682,14.69,25.50030960042418,5.718398674107743,3.446,7.386,5.84,14.37,37.92,5.247,11.05,69.71,5.1,4.499,121.7,8.26,27.12,2.382,3.888,39.88,20.038070266645093,18.93,4.415,13.65,35.51,23.34,65.43,19.56,25.66,7.344773010964533
1981-10-01,14.74,2.64,0.3122482074038,12.804756810733195,20.64348457120324,18.909976232331406,12.234706777862803,29.03,145.8,149.1,12.72,189.3,88.9,83.13,13.01,32.41,10.55,30.45,31.383837803796418,10.957443983331068,7.775,9.614,6.87,6.4,30.95,20.555961360224927,16.36,125.8,5.99,4.753,105.1,16.29,27.08,2.379,4.763,40.06,25.20487736163824,31.42,6.59,15.14,42.39,29.71,69.52,24.96,32.35,11.647705862214991
1981-11-01,14.47,3.6,0.2863463249133919,18.68174475978893,16.66784469437456,26.911549994873567,13.55728522359373,69.09,201.8,214.6,12.47,262.9,99.8,145.0,16.67,23.29,16.14759211951483,45.46,35.4229224546236,10.131585512443301,5.353,7.068,4.627,4.68,43.18011576833103,7.58,14.78,110.9,6.199,3.091,121.7,15.01,28.73,2.514,4.975,52.14,24.55759940811751,39.47,5.522,15.89,46.16,36.32,65.14,30.22,38.87,14.40524775178336
1981-12-01,7.113,2.24,0.14501318511970768,5.746188577320995,9.586310433705526,10.224400894429582,7.342053243017734,36.87,176.9,212.6,4.411,233.5,58.5,112.8,8.078,11.25,2.25,8.155,21.61638127506517,4.821180849752112,1.598,2.482,0.972,1.57,5.23,1.532,6.061,27.45,1.559,2.35,58.72,6.59,21.95,1.96,2.658,21.14,14.778837267059998,19.82,2.151,7.028,28.57,7.281,29.95,14.9,19.89,7.361746228128389
